sales_sk,datetime_sk,customer_sk,product_sk,store_sk,quantity,total_amount,,,,,,,,
90675,11/26/2024,5281,20,7,3,10.5,,,,,,,,
90676,11/26/2024,1418,30,6,1,5,,,,,,,,
90677,11/26/2024,7822,2,2,1,3.5,,,,,,,,
90678,11/26/2024,12668,1,14,1,3,,,,,,,,
90679,11/26/2024,13071,29,25,2,9.6,,,,,,,,
90680,11/26/2024,431,27,40,3,13.5,,,,,,,,
90681,11/26/2024,4593,2,7,1,3.5,,,,,,,,
90682,11/26/2024,12358,5,38,2,8,,,,,,,,
90683,11/26/2024,10454,3,6,5,20,,,,,,,,
90684,11/26/2024,10416,20,11,1,3.5,,,,,,,,
90685,11/26/2024,8670,4,39,3,13.5,,,,,,,,
90686,11/26/2024,12838,19,20,3,15,,,,,,,,
90687,11/26/2024,8478,29,18,3,14.4,,,,,,,,
90688,11/26/2024,624,24,23,2,8.4,,,,,,,,
90689,11/26/2024,9253,14,20,3,9,,,,,,,,
90690,11/26/2024,7093,21,10,2,7,,,,,,,,
90691,11/26/2024,11507,12,17,1,5,,,,,,,,
90692,11/26/2024,14036,13,6,1,5.5,,,,,,,,
90693,11/26/2024,9454,24,13,1,4.2,,,,,,,,
90694,11/26/2024,7650,24,28,2,8.4,,,,,,,,
90695,11/26/2024,8716,14,27,6,18,,,,,,,,
90696,11/26/2024,7050,9,23,2,11,,,,,,,,
90697,11/26/2024,1506,14,6,6,18,,,,,,,,
90698,11/26/2024,10978,27,28,3,13.5,,,,,,,,
90699,11/26/2024,12498,13,17,1,5.5,,,,,,,,
90700,11/26/2024,4902,13,8,2,11,,,,,,,,
90701,11/26/2024,11535,27,12,6,27,,,,,,,,
90702,11/26/2024,11429,29,14,2,9.6,,,,,,,,
90703,11/26/2024,6909,13,32,1,5.5,,,,,,,,
90704,11/26/2024,9726,15,26,1,3,,,,,,,,
90705,11/26/2024,9662,3,2,2,8,,,,,,,,
90706,11/26/2024,4977,24,36,1,4.2,,,,,,,,
90707,11/26/2024,1459,6,10,4,20,,,,,,,,
90708,11/26/2024,5636,3,27,2,8,,,,,,,,
90709,11/26/2024,13308,5,8,1,4,,,,,,,,
90710,11/26/2024,12148,30,8,6,30,,,,,,,,
90711,11/26/2024,7170,15,19,1,3,,,,,,,,
90712,11/26/2024,12836,25,10,3,12,,,,,,,,
90713,11/26/2024,5895,4,21,2,9,,,,,,,,
90714,11/26/2024,4464,4,28,1,4.5,,,,,,,,
90715,11/26/2024,12176,3,5,4,16,,,,,,,,
90716,11/26/2024,9457,11,39,1,3.8,,,,,,,,
90717,11/26/2024,12476,23,20,1,4,,,,,,,,
90718,11/26/2024,14304,24,6,2,8.4,,,,,,,,
90719,11/26/2024,10802,27,14,2,9,,,,,,,,
90720,11/26/2024,9092,28,17,1,4.8,,,,,,,,
90721,11/26/2024,8498,23,13,5,20,,,,,,,,
90722,11/26/2024,8432,27,33,2,9,,,,,,,,
90723,11/26/2024,13353,5,9,2,8,,,,,,,,
90724,11/26/2024,3070,23,19,2,8,,,,,,,,
90725,11/26/2024,5102,7,19,1,4,,,,,,,,
90726,11/26/2024,3465,8,31,1,4.5,,,,,,,,
90727,11/26/2024,6403,3,8,1,4,,,,,,,,
90728,11/26/2024,5649,4,8,1,4.5,,,,,,,,
90729,11/26/2024,9828,2,9,1,3.5,,,,,,,,
90730,11/26/2024,10634,2,15,1,3.5,,,,,,,,
90731,11/26/2024,13805,13,13,1,5.5,,,,,,,,
90732,11/26/2024,6348,19,6,1,5,,,,,,,,
90733,11/26/2024,14202,23,27,2,8,,,,,,,,
90734,11/26/2024,2786,7,6,1,4,,,,,,,,
90735,11/26/2024,14154,14,32,4,12,,,,,,,,
90736,11/26/2024,3935,28,19,1,4.8,,,,,,,,
90737,11/26/2024,12609,28,19,1,4.8,,,,,,,,
90738,11/26/2024,11696,27,39,1,4.5,,,,,,,,
90739,11/26/2024,6173,7,36,1,4,,,,,,,,
90740,11/26/2024,9452,5,33,1,4,,,,,,,,
90741,11/26/2024,11081,1,23,2,6,,,,,,,,
90742,11/26/2024,1261,21,22,2,7,,,,,,,,
90743,11/26/2024,12358,1,2,1,3,,,,,,,,
90744,11/26/2024,13582,25,9,3,12,,,,,,,,
90745,11/26/2024,8292,1,19,3,9,,,,,,,,
90746,11/26/2024,14349,2,4,3,10.5,,,,,,,,
90747,11/26/2024,3515,13,10,3,16.5,,,,,,,,
90748,11/26/2024,7106,6,2,1,5,,,,,,,,
90749,11/26/2024,14840,29,30,4,19.2,,,,,,,,
90750,11/26/2024,2446,13,7,1,5.5,,,,,,,,
90751,11/26/2024,12312,17,18,4,18,,,,,,,,
90752,11/26/2024,13733,7,13,1,4,,,,,,,,
90753,11/26/2024,13374,16,3,1,3.2,,,,,,,,
90754,11/26/2024,8740,23,2,5,20,,,,,,,,
90755,11/26/2024,10829,4,4,1,4.5,,,,,,,,
90756,11/27/2024,2654,16,1,2,6.4,,,,,,,,
90757,11/27/2024,5492,5,13,1,4,,,,,,,,
90758,11/27/2024,948,3,8,1,4,,,,,,,,
90759,11/27/2024,856,4,2,3,13.5,,,,,,,,
90760,11/27/2024,8009,17,10,3,13.5,,,,,,,,
90761,11/27/2024,12659,5,1,2,8,,,,,,,,
90762,11/27/2024,4261,27,20,1,4.5,,,,,,,,
90763,11/27/2024,10799,30,3,1,5,,,,,,,,
90764,11/27/2024,1468,28,6,4,19.2,,,,,,,,
90765,11/27/2024,13628,15,20,1,3,,,,,,,,
90766,11/27/2024,2423,16,1,2,6.4,,,,,,,,
90767,11/27/2024,7699,18,14,3,10.5,,,,,,,,
90768,11/27/2024,14379,16,3,2,6.4,,,,,,,,
90769,11/27/2024,10695,5,20,1,4,,,,,,,,
90770,11/27/2024,8606,1,20,1,3,,,,,,,,
90771,11/27/2024,5307,29,36,2,9.6,,,,,,,,
90772,11/27/2024,1991,12,13,1,5,,,,,,,,
90773,11/27/2024,2959,3,20,2,8,,,,,,,,
90774,11/27/2024,7289,17,37,1,4.5,,,,,,,,
90775,11/27/2024,2402,2,12,2,7,,,,,,,,
90776,11/27/2024,4677,28,19,1,4.8,,,,,,,,
90777,11/27/2024,14710,20,19,1,3.5,,,,,,,,
90778,11/27/2024,11354,21,19,2,7,,,,,,,,
90779,11/27/2024,4847,21,39,2,7,,,,,,,,
90780,11/27/2024,1049,26,23,2,9,,,,,,,,
90781,11/27/2024,10127,10,4,1,6.5,,,,,,,,
90782,11/27/2024,2521,2,2,2,7,,,,,,,,
90783,11/27/2024,13883,27,30,1,4.5,,,,,,,,
90784,11/27/2024,11872,28,25,1,4.8,,,,,,,,
90785,11/27/2024,14270,23,14,3,12,,,,,,,,
90786,11/27/2024,1256,10,4,1,6.5,,,,,,,,
90787,11/27/2024,8515,28,26,1,4.8,,,,,,,,
90788,11/27/2024,6574,30,18,1,5,,,,,,,,
90789,11/27/2024,10894,30,20,2,10,,,,,,,,
90790,11/27/2024,10115,22,38,3,12,,,,,,,,
90791,11/27/2024,14922,14,19,5,15,,,,,,,,
90792,11/27/2024,8843,6,1,2,10,,,,,,,,
90793,11/27/2024,12292,15,18,4,12,,,,,,,,
90794,11/27/2024,6553,5,13,1,4,,,,,,,,
90795,11/27/2024,4319,26,6,3,13.5,,,,,,,,
90796,11/27/2024,7075,8,26,4,18,,,,,,,,
90797,11/27/2024,4910,20,20,1,3.5,,,,,,,,
90798,11/27/2024,4297,21,20,4,14,,,,,,,,
90799,11/27/2024,13895,2,21,1,3.5,,,,,,,,
90800,11/27/2024,12801,27,10,3,13.5,,,,,,,,
90801,11/27/2024,10946,6,7,6,30,,,,,,,,
90802,11/27/2024,14586,20,21,1,3.5,,,,,,,,
90803,11/27/2024,8093,4,36,2,9,,,,,,,,
90804,11/27/2024,10150,1,30,1,3,,,,,,,,
90805,11/27/2024,7878,17,20,2,9,,,,,,,,
90806,11/27/2024,10611,2,15,2,7,,,,,,,,
90807,11/27/2024,6745,25,28,2,8,,,,,,,,
90808,11/27/2024,4281,24,40,4,16.8,,,,,,,,
90809,11/27/2024,11570,29,21,4,19.2,,,,,,,,
90810,11/27/2024,6898,14,27,4,12,,,,,,,,
90811,11/27/2024,302,23,13,1,4,,,,,,,,
90812,11/27/2024,11005,10,36,1,6.5,,,,,,,,
90813,11/27/2024,9529,3,24,1,4,,,,,,,,
90814,11/27/2024,13223,28,13,1,4.8,,,,,,,,
90815,11/27/2024,12312,7,6,1,4,,,,,,,,
90816,11/27/2024,14428,20,1,1,3.5,,,,,,,,
90817,11/27/2024,12019,11,39,1,3.8,,,,,,,,
90818,11/27/2024,727,3,9,3,12,,,,,,,,
90819,11/27/2024,14378,9,3,2,11,,,,,,,,
90820,11/27/2024,3631,17,17,3,13.5,,,,,,,,
90821,11/27/2024,2921,5,32,4,16,,,,,,,,
90822,11/27/2024,88,2,19,2,7,,,,,,,,
90823,11/27/2024,1279,21,3,4,14,,,,,,,,
90824,11/27/2024,993,24,7,3,12.6,,,,,,,,
90825,11/27/2024,7984,2,14,2,7,,,,,,,,
90826,11/27/2024,3216,5,27,1,4,,,,,,,,
90827,11/27/2024,12634,15,23,3,9,,,,,,,,
90828,11/27/2024,579,7,13,2,8,,,,,,,,
90829,11/27/2024,3285,5,8,4,16,,,,,,,,
90830,11/27/2024,3269,23,33,3,12,,,,,,,,
90831,11/27/2024,2303,27,6,3,13.5,,,,,,,,
90832,11/27/2024,5211,23,13,1,4,,,,,,,,
90833,11/27/2024,14825,6,20,5,25,,,,,,,,
90834,11/27/2024,10979,11,28,4,15.2,,,,,,,,
90835,11/27/2024,5763,25,29,1,4,,,,,,,,
90836,11/27/2024,13326,3,17,1,4,,,,,,,,
90837,11/27/2024,981,29,36,2,9.6,,,,,,,,
90838,11/27/2024,5633,29,18,1,4.8,,,,,,,,
90839,11/27/2024,13554,6,28,1,5,,,,,,,,
90840,11/27/2024,3186,24,3,1,4.2,,,,,,,,
90841,11/27/2024,5493,12,33,1,5,,,,,,,,
90842,11/27/2024,3909,25,3,2,8,,,,,,,,
90843,11/27/2024,9017,25,38,2,8,,,,,,,,
90844,11/27/2024,1667,3,6,4,16,,,,,,,,
90845,11/27/2024,7874,18,39,1,3.5,,,,,,,,
90846,11/27/2024,135,9,20,2,11,,,,,,,,
90847,11/27/2024,9296,10,28,1,6.5,,,,,,,,
90848,11/27/2024,46,21,19,1,3.5,,,,,,,,
90849,11/27/2024,9640,13,17,2,11,,,,,,,,
90850,11/27/2024,7476,20,15,6,21,,,,,,,,
90851,11/27/2024,7645,12,39,2,10,,,,,,,,
90852,11/27/2024,6111,21,11,1,3.5,,,,,,,,
90853,11/27/2024,3866,10,6,1,6.5,,,,,,,,
90854,11/27/2024,6765,5,26,1,4,,,,,,,,
90855,11/27/2024,49,1,35,5,15,,,,,,,,
90856,11/27/2024,7006,2,24,1,3.5,,,,,,,,
90857,11/27/2024,10991,15,2,4,12,,,,,,,,
90858,11/27/2024,1016,28,14,1,4.8,,,,,,,,
90859,11/27/2024,3871,18,35,1,3.5,,,,,,,,
90860,11/27/2024,10867,4,24,5,22.5,,,,,,,,
90861,11/27/2024,7921,2,1,2,7,,,,,,,,
90862,11/27/2024,14847,21,20,1,3.5,,,,,,,,
90863,11/27/2024,14836,24,10,1,4.2,,,,,,,,
90864,11/27/2024,576,3,31,1,4,,,,,,,,
90865,11/27/2024,258,30,14,1,5,,,,,,,,
90866,11/27/2024,13189,5,6,1,4,,,,,,,,
90867,11/27/2024,5626,18,21,1,3.5,,,,,,,,
90868,11/27/2024,1061,1,17,2,6,,,,,,,,
90869,11/27/2024,11483,8,18,1,4.5,,,,,,,,
90870,11/27/2024,6016,7,8,1,4,,,,,,,,
90871,11/27/2024,12775,13,24,2,11,,,,,,,,
90872,11/27/2024,7559,1,36,1,3,,,,,,,,
90873,11/27/2024,4559,22,18,2,8,,,,,,,,
90874,11/27/2024,11639,28,36,4,19.2,,,,,,,,
90875,11/27/2024,1822,27,20,3,13.5,,,,,,,,
90876,11/27/2024,7371,29,13,1,4.8,,,,,,,,
90877,11/27/2024,9610,2,1,2,7,,,,,,,,
90878,11/27/2024,9406,30,3,2,10,,,,,,,,
90879,11/27/2024,3015,18,19,1,3.5,,,,,,,,
90880,11/27/2024,2833,26,2,1,4.5,,,,,,,,
90881,11/27/2024,500,17,30,1,4.5,,,,,,,,
90882,11/27/2024,7782,20,15,3,10.5,,,,,,,,
90883,11/27/2024,5927,30,18,3,15,,,,,,,,
90884,11/27/2024,14217,9,10,1,5.5,,,,,,,,
90885,11/27/2024,9600,30,12,2,10,,,,,,,,
90886,11/27/2024,14285,27,20,1,4.5,,,,,,,,
90887,11/27/2024,9912,11,11,1,3.8,,,,,,,,
90888,11/27/2024,1900,17,8,2,9,,,,,,,,
90889,11/27/2024,12184,13,19,2,11,,,,,,,,
90890,11/27/2024,2079,8,39,5,22.5,,,,,,,,
90891,11/27/2024,11968,6,23,4,20,,,,,,,,
90892,11/27/2024,8519,7,25,5,20,,,,,,,,
90893,11/27/2024,2915,18,10,2,7,,,,,,,,
90894,11/27/2024,13834,11,15,1,3.8,,,,,,,,
90895,11/27/2024,9257,16,1,1,3.2,,,,,,,,
90896,11/27/2024,4753,20,31,3,10.5,,,,,,,,
90897,11/27/2024,4108,5,32,3,12,,,,,,,,
90898,11/27/2024,683,9,10,3,16.5,,,,,,,,
90899,11/27/2024,4380,22,37,1,4,,,,,,,,
90900,11/27/2024,1370,16,11,2,6.4,,,,,,,,
90901,11/27/2024,7161,13,36,2,11,,,,,,,,
90902,11/27/2024,7838,6,6,2,10,,,,,,,,
90903,11/27/2024,5375,27,19,4,18,,,,,,,,
90904,11/27/2024,2873,21,31,3,10.5,,,,,,,,
90905,11/27/2024,2304,15,20,1,3,,,,,,,,
90906,11/27/2024,11076,1,7,4,12,,,,,,,,
90907,11/27/2024,6358,18,39,6,21,,,,,,,,
90908,11/27/2024,14468,6,38,6,30,,,,,,,,
90909,11/27/2024,9203,4,13,1,4.5,,,,,,,,
90910,11/27/2024,5945,7,6,3,12,,,,,,,,
90911,11/27/2024,1667,1,9,2,6,,,,,,,,
90912,11/27/2024,794,7,6,2,8,,,,,,,,
90913,11/27/2024,10111,17,4,2,9,,,,,,,,
90914,11/27/2024,13835,8,9,1,4.5,,,,,,,,
90915,11/27/2024,12667,15,20,4,12,,,,,,,,
90916,11/27/2024,8944,2,14,1,3.5,,,,,,,,
90917,11/27/2024,9033,29,21,1,4.8,,,,,,,,
90918,11/27/2024,4196,6,23,1,5,,,,,,,,
90919,11/27/2024,1953,28,5,1,4.8,,,,,,,,
90920,11/27/2024,2873,30,29,1,5,,,,,,,,
90921,11/27/2024,13353,4,2,3,13.5,,,,,,,,
90922,11/27/2024,3760,13,4,2,11,,,,,,,,
90923,11/27/2024,5092,8,31,2,9,,,,,,,,
90924,11/27/2024,1800,16,9,3,9.6,,,,,,,,
90925,11/27/2024,12566,26,7,1,4.5,,,,,,,,
90926,11/27/2024,912,14,34,2,6,,,,,,,,
90927,11/27/2024,1067,6,13,2,10,,,,,,,,
90928,11/27/2024,7065,20,4,2,7,,,,,,,,
90929,11/27/2024,3990,12,7,5,25,,,,,,,,
90930,11/27/2024,908,29,37,3,14.4,,,,,,,,
90931,11/27/2024,12032,5,19,1,4,,,,,,,,
90932,11/27/2024,10471,22,1,2,8,,,,,,,,
90933,11/27/2024,4835,4,6,2,9,,,,,,,,
90934,11/27/2024,778,9,11,1,5.5,,,,,,,,
90935,11/27/2024,13752,6,37,3,15,,,,,,,,
90936,11/27/2024,2165,5,36,4,16,,,,,,,,
90937,11/27/2024,14564,21,29,2,7,,,,,,,,
90938,11/27/2024,596,22,31,2,8,,,,,,,,
90939,11/27/2024,6705,5,18,3,12,,,,,,,,
90940,11/27/2024,10309,13,38,2,11,,,,,,,,
90941,11/27/2024,2901,21,10,2,7,,,,,,,,
90942,11/27/2024,8435,4,30,2,9,,,,,,,,
90943,11/27/2024,13492,27,14,1,4.5,,,,,,,,
90944,11/27/2024,6021,22,10,1,4,,,,,,,,
90945,11/27/2024,6011,20,7,2,7,,,,,,,,
90946,11/27/2024,5512,28,7,1,4.8,,,,,,,,
90947,11/27/2024,11146,12,2,6,30,,,,,,,,
90948,11/27/2024,8177,1,28,3,9,,,,,,,,
90949,11/27/2024,11133,11,21,2,7.6,,,,,,,,
90950,11/27/2024,11559,5,1,1,4,,,,,,,,
90951,11/27/2024,7202,4,31,5,22.5,,,,,,,,
90952,11/27/2024,1474,17,36,2,9,,,,,,,,
90953,11/27/2024,5435,30,13,1,5,,,,,,,,
90954,11/27/2024,12946,14,10,1,3,,,,,,,,
90955,11/27/2024,14719,18,23,4,14,,,,,,,,
90956,11/27/2024,2690,26,8,2,9,,,,,,,,
90957,11/27/2024,6662,8,1,3,13.5,,,,,,,,
90958,11/27/2024,930,23,28,2,8,,,,,,,,
90959,11/27/2024,7257,17,19,4,18,,,,,,,,
90960,11/27/2024,10507,14,6,1,3,,,,,,,,
90961,11/27/2024,9427,27,1,1,4.5,,,,,,,,
90962,11/27/2024,5086,13,9,5,27.5,,,,,,,,
90963,11/27/2024,13625,9,29,1,5.5,,,,,,,,
90964,11/27/2024,7541,23,8,5,20,,,,,,,,
90965,11/27/2024,9888,1,28,2,6,,,,,,,,
90966,11/27/2024,3490,2,2,3,10.5,,,,,,,,
90967,11/27/2024,3670,7,36,2,8,,,,,,,,
90968,11/27/2024,9747,29,34,5,24,,,,,,,,
90969,11/27/2024,13527,20,38,3,10.5,,,,,,,,
90970,11/27/2024,934,17,28,1,4.5,,,,,,,,
90971,11/27/2024,9695,6,20,1,5,,,,,,,,
90972,11/27/2024,7289,24,26,2,8.4,,,,,,,,
90973,11/27/2024,4871,4,21,2,9,,,,,,,,
90974,11/27/2024,5729,30,32,2,10,,,,,,,,
90975,11/27/2024,8616,21,40,5,17.5,,,,,,,,
90976,11/27/2024,5465,25,24,1,4,,,,,,,,
90977,11/27/2024,12080,7,21,2,8,,,,,,,,
90978,11/27/2024,10721,20,31,1,3.5,,,,,,,,
90979,11/27/2024,9385,29,34,2,9.6,,,,,,,,
90980,11/27/2024,6606,3,32,1,4,,,,,,,,
90981,11/27/2024,11036,4,2,1,4.5,,,,,,,,
90982,11/27/2024,13821,3,25,2,8,,,,,,,,
90983,11/27/2024,4168,6,10,1,5,,,,,,,,
90984,11/27/2024,2315,17,19,4,18,,,,,,,,
90985,11/27/2024,7289,6,19,1,5,,,,,,,,
90986,11/27/2024,2722,5,28,1,4,,,,,,,,
90987,11/27/2024,14328,3,28,6,24,,,,,,,,
90988,11/27/2024,10879,7,28,1,4,,,,,,,,
90989,11/27/2024,6145,28,6,2,9.6,,,,,,,,
90990,11/27/2024,6076,7,36,2,8,,,,,,,,
90991,11/27/2024,1063,8,36,1,4.5,,,,,,,,
90992,11/27/2024,2686,5,14,2,8,,,,,,,,
90993,11/27/2024,10921,7,10,4,16,,,,,,,,
90994,11/27/2024,7948,21,17,1,3.5,,,,,,,,
90995,11/27/2024,12839,8,20,1,4.5,,,,,,,,
90996,11/27/2024,11210,28,1,1,4.8,,,,,,,,
90997,11/27/2024,10045,5,39,3,12,,,,,,,,
90998,11/27/2024,8794,7,11,1,4,,,,,,,,
90999,11/27/2024,6108,23,10,1,4,,,,,,,,
91000,11/27/2024,5648,3,4,1,4,,,,,,,,
91001,11/27/2024,2550,29,11,3,14.4,,,,,,,,
91002,11/27/2024,5651,28,12,3,14.4,,,,,,,,
91003,11/27/2024,10590,10,31,1,6.5,,,,,,,,
91004,11/27/2024,12628,5,10,1,4,,,,,,,,
91005,11/27/2024,1368,23,15,2,8,,,,,,,,
91006,11/27/2024,12314,13,9,2,11,,,,,,,,
91007,11/27/2024,9519,14,36,1,3,,,,,,,,
91008,11/27/2024,5188,4,28,2,9,,,,,,,,
91009,11/27/2024,13292,29,34,1,4.8,,,,,,,,
91010,11/27/2024,11924,8,24,2,9,,,,,,,,
91011,11/27/2024,7964,8,29,3,13.5,,,,,,,,
91012,11/27/2024,2742,7,8,3,12,,,,,,,,
91013,11/27/2024,14384,19,25,1,5,,,,,,,,
91014,11/27/2024,6842,9,24,1,5.5,,,,,,,,
91015,11/27/2024,10330,3,24,3,12,,,,,,,,
91016,11/27/2024,3140,23,2,3,12,,,,,,,,
91017,11/27/2024,7075,22,25,2,8,,,,,,,,
91018,11/27/2024,522,23,11,3,12,,,,,,,,
91019,11/27/2024,6578,12,7,2,10,,,,,,,,
91020,11/27/2024,7936,19,20,1,5,,,,,,,,
91021,11/27/2024,14145,17,14,2,9,,,,,,,,
91022,11/27/2024,9986,3,34,6,24,,,,,,,,
91023,11/27/2024,11810,2,15,1,3.5,,,,,,,,
91024,11/27/2024,13344,9,39,1,5.5,,,,,,,,
91025,11/27/2024,11511,20,21,5,17.5,,,,,,,,
91026,11/27/2024,14682,5,24,3,12,,,,,,,,
91027,11/27/2024,6220,15,29,1,3,,,,,,,,
91028,11/27/2024,87,1,2,2,6,,,,,,,,
91029,11/27/2024,10102,11,30,3,11.4,,,,,,,,
91030,11/27/2024,1820,15,24,2,6,,,,,,,,
91031,11/27/2024,6885,6,36,1,5,,,,,,,,
91032,11/27/2024,7072,24,29,2,8.4,,,,,,,,
91033,11/27/2024,474,11,24,1,3.8,,,,,,,,
91034,11/27/2024,3793,16,29,2,6.4,,,,,,,,
91035,11/27/2024,13187,21,6,3,10.5,,,,,,,,
91036,11/27/2024,8561,14,35,1,3,,,,,,,,
91037,11/27/2024,6418,17,2,2,9,,,,,,,,
91038,11/27/2024,2033,11,7,1,3.8,,,,,,,,
91039,11/27/2024,4192,4,21,1,4.5,,,,,,,,
91040,11/27/2024,14238,26,20,4,18,,,,,,,,
91041,11/27/2024,14683,6,3,2,10,,,,,,,,
91042,11/27/2024,5240,9,6,1,5.5,,,,,,,,
91043,11/27/2024,10261,14,37,1,3,,,,,,,,
91044,11/27/2024,9346,17,19,2,9,,,,,,,,
91045,11/27/2024,13451,22,7,3,12,,,,,,,,
91046,11/27/2024,14209,22,31,3,12,,,,,,,,
91047,11/27/2024,14335,7,39,1,4,,,,,,,,
91048,11/27/2024,13327,2,14,2,7,,,,,,,,
91049,11/27/2024,8197,13,36,2,11,,,,,,,,
91050,11/27/2024,2240,26,40,1,4.5,,,,,,,,
91051,11/27/2024,12148,26,27,1,4.5,,,,,,,,
91052,11/27/2024,8398,1,19,4,12,,,,,,,,
91053,11/27/2024,3572,4,17,4,18,,,,,,,,
91054,11/27/2024,1695,17,20,1,4.5,,,,,,,,
91055,11/27/2024,10188,22,5,3,12,,,,,,,,
91056,11/28/2024,11128,29,22,2,9.6,,,,,,,,
91057,11/28/2024,2873,5,4,4,16,,,,,,,,
91058,11/28/2024,3505,1,28,1,3,,,,,,,,
91059,11/28/2024,4272,7,14,4,16,,,,,,,,
91060,11/28/2024,9912,30,25,3,15,,,,,,,,
91061,11/28/2024,14078,1,14,1,3,,,,,,,,
91062,11/28/2024,13540,24,4,3,12.6,,,,,,,,
91063,11/28/2024,1062,14,18,2,6,,,,,,,,
91064,11/28/2024,14697,13,13,1,5.5,,,,,,,,
91065,11/28/2024,856,19,39,4,20,,,,,,,,
91066,11/28/2024,8173,27,20,1,4.5,,,,,,,,
91067,11/28/2024,12154,3,17,3,12,,,,,,,,
91068,11/28/2024,13038,1,17,1,3,,,,,,,,
91069,11/28/2024,7474,4,36,1,4.5,,,,,,,,
91070,11/28/2024,9276,4,12,1,4.5,,,,,,,,
91071,11/28/2024,5307,26,13,2,9,,,,,,,,
91072,11/28/2024,5632,5,9,2,8,,,,,,,,
91073,11/28/2024,13694,30,8,1,5,,,,,,,,
91074,11/28/2024,12302,30,36,1,5,,,,,,,,
91075,11/28/2024,10961,23,31,3,12,,,,,,,,
91076,11/28/2024,11446,29,33,2,9.6,,,,,,,,
91077,11/28/2024,8756,3,29,1,4,,,,,,,,
91078,11/28/2024,14383,23,10,2,8,,,,,,,,
91079,11/28/2024,5582,16,2,1,3.2,,,,,,,,
91080,11/28/2024,6800,3,32,1,4,,,,,,,,
91081,11/28/2024,13858,25,39,2,8,,,,,,,,
91082,11/28/2024,9774,2,11,1,3.5,,,,,,,,
91083,11/28/2024,9766,5,8,3,12,,,,,,,,
91084,11/28/2024,4272,29,3,5,24,,,,,,,,
91085,11/28/2024,8882,12,14,4,20,,,,,,,,
91086,11/28/2024,4677,22,11,1,4,,,,,,,,
91087,11/28/2024,8482,2,21,4,14,,,,,,,,
91088,11/28/2024,1980,1,27,2,6,,,,,,,,
91089,11/28/2024,8107,28,11,1,4.8,,,,,,,,
91090,11/28/2024,4730,7,7,1,4,,,,,,,,
91091,11/28/2024,4896,5,31,2,8,,,,,,,,
91092,11/28/2024,8273,16,1,3,9.6,,,,,,,,
91093,11/28/2024,3322,8,32,3,13.5,,,,,,,,
91094,11/28/2024,10624,5,8,2,8,,,,,,,,
91095,11/28/2024,2168,3,2,2,8,,,,,,,,
91096,11/28/2024,6498,24,7,1,4.2,,,,,,,,
91097,11/28/2024,9769,11,39,2,7.6,,,,,,,,
91098,11/28/2024,1131,14,15,3,9,,,,,,,,
91099,11/28/2024,12743,22,1,1,4,,,,,,,,
91100,11/28/2024,2463,29,11,2,9.6,,,,,,,,
91101,11/28/2024,9764,30,7,4,20,,,,,,,,
91102,11/28/2024,13219,27,9,4,18,,,,,,,,
91103,11/28/2024,11226,26,17,3,13.5,,,,,,,,
91104,11/28/2024,340,2,31,2,7,,,,,,,,
91105,11/28/2024,11508,8,15,2,9,,,,,,,,
91106,11/28/2024,10042,21,2,4,14,,,,,,,,
91107,11/28/2024,1274,18,13,5,17.5,,,,,,,,
91108,11/28/2024,1089,26,19,1,4.5,,,,,,,,
91109,11/28/2024,1252,16,7,1,3.2,,,,,,,,
91110,11/28/2024,13613,3,30,2,8,,,,,,,,
91111,11/28/2024,4555,11,3,2,7.6,,,,,,,,
91112,11/28/2024,6599,27,33,2,9,,,,,,,,
91113,11/28/2024,137,22,26,1,4,,,,,,,,
91114,11/28/2024,7834,1,31,1,3,,,,,,,,
91115,11/28/2024,7476,4,2,1,4.5,,,,,,,,
91116,11/28/2024,12177,6,10,1,5,,,,,,,,
91117,11/28/2024,10484,20,21,5,17.5,,,,,,,,
91118,11/28/2024,12913,16,31,3,9.6,,,,,,,,
91119,11/28/2024,14570,16,16,5,16,,,,,,,,
91120,11/28/2024,14892,17,24,3,13.5,,,,,,,,
91121,11/28/2024,6765,5,14,1,4,,,,,,,,
91122,11/28/2024,5199,27,7,5,22.5,,,,,,,,
91123,11/28/2024,139,27,9,4,18,,,,,,,,
91124,11/28/2024,7056,1,14,5,15,,,,,,,,
91125,11/28/2024,12529,25,29,1,4,,,,,,,,
91126,11/28/2024,9869,29,25,1,4.8,,,,,,,,
91127,11/28/2024,5856,27,39,2,9,,,,,,,,
91128,11/28/2024,2842,3,17,3,12,,,,,,,,
91129,11/28/2024,2672,7,38,4,16,,,,,,,,
91130,11/28/2024,14090,12,23,2,10,,,,,,,,
91131,11/28/2024,4316,8,34,3,13.5,,,,,,,,
91132,11/28/2024,6476,13,34,4,22,,,,,,,,
91133,11/28/2024,8090,25,8,2,8,,,,,,,,
91134,11/28/2024,11786,6,2,3,15,,,,,,,,
91135,11/28/2024,14778,8,4,2,9,,,,,,,,
91136,11/28/2024,6358,7,19,6,24,,,,,,,,
91137,11/28/2024,14551,11,29,4,15.2,,,,,,,,
91138,11/28/2024,12660,18,36,1,3.5,,,,,,,,
91139,11/28/2024,1679,11,15,1,3.8,,,,,,,,
91140,11/28/2024,8246,5,1,3,12,,,,,,,,
91141,11/28/2024,12100,5,21,1,4,,,,,,,,
91142,11/28/2024,8016,26,13,1,4.5,,,,,,,,
91143,11/28/2024,10276,13,35,2,11,,,,,,,,
